open,max,min,close
1.43638,1.43661,1.43621,1.43644
1.43652,1.4366,1.43628,1.43633
1.43657,1.43675,1.4365,1.43668
1.43664,1.43707,1.43628,1.43693
1.43695,1.43709,1.43673,1.43696
1.43706,1.43709,1.43652,1.43683
1.43693,1.43699,1.43674,1.43686
1.43693,1.43698,1.43662,1.43692
1.43679,1.43698,1.43674,1.43696
1.44306,1.44311,1.44256,1.44268
1.44251,1.44276,1.44216,1.44229
1.44222,1.4424,1.44191,1.44224
1.44228,1.44266,1.44213,1.44253
1.44269,1.44288,1.44224,1.44273
1.44277,1.44289,1.44242,1.44271
1.44271,1.4429,1.44226,1.4425
1.44232,1.44257,1.44196,1.44225
1.44224,1.44251,1.44157,1.44177
1.44186,1.44208,1.44156,1.44194
1.44204,1.44217,1.44162,1.44179
1.44159,1.44169,1.44117,1.44146
1.44151,1.44176,1.44133,1.44161
1.44158,1.44187,1.44115,1.44136
1.44138,1.44185,1.44114,1.44175
1.44169,1.44188,1.44157,1.44178
1.44172,1.4418,1.44142,1.44168
1.44165,1.4418,1.44135,1.44159
1.44155,1.4419,1.44144,1.44167
1.44154,1.44178,1.44132,1.44137
1.44144,1.44151,1.44104,1.44117
1.44099,1.44157,1.44077,1.44088
1.44088,1.44103,1.44034,1.44056
1.44048,1.44078,1.44024,1.44064
1.44063,1.4408,1.44034,1.44057
1.44036,1.44067,1.44021,1.44036
1.44036,1.44061,1.44001,1.44051
1.44036,1.44059,1.44005,1.44025
1.43959,1.43977,1.43925,1.43974
1.43974,1.4398,1.43922,1.43944
1.43955,1.43961,1.43912,1.43938
1.43939,1.43972,1.43932,1.43946
1.43939,1.43971,1.43912,1.43961
1.43943,1.43996,1.43936,1.43973
1.43973,1.44036,1.43954,1.43998
1.44004,1.44007,1.43946,1.43982
1.43966,1.44018,1.4396,1.43978
1.43997,1.44048,1.43986,1.44011
1.44015,1.44038,1.43983,1.43999
1.44012,1.44021,1.43975,1.44014
1.43994,1.44018,1.43962,1.43996
1.43994,1.44001,1.43935,1.4394
1.43944,1.43962,1.43899,1.43925
1.43912,1.43986,1.43912,1.43945
1.43948,1.43986,1.43915,1.43938
1.43958,1.4399,1.43935,1.43962
1.43984,1.4399,1.43952,1.43977
1.43988,1.44011,1.43932,1.43973
1.43961,1.44016,1.43928,1.4398
1.43977,1.44021,1.43946,1.44
1.44001,1.44074,1.43974,1.44053
1.44068,1.44098,1.44036,1.44056
1.44049,1.44077,1.44033,1.44074
1.44064,1.44079,1.44044,1.44074
1.44055,1.44127,1.44043,1.44098
1.44105,1.44145,1.44048,1.44125
1.44185,1.44211,1.44162,1.44195
1.44194,1.44197,1.44153,1.44184
1.44188,1.44209,1.44153,1.44195
1.44175,1.4421,1.44152,1.44194
1.44196,1.44222,1.44181,1.44196
1.44196,1.44218,1.44172,1.44192
1.44193,1.44208,1.44155,1.44168
1.44192,1.442,1.44152,1.442
1.44185,1.44209,1.4417,1.44177
1.44177,1.4422,1.44163,1.44207
1.44188,1.44219,1.44172,1.44208
1.44197,1.4422,1.44172,1.44205
1.44196,1.44208,1.44153,1.44194
1.44174,1.44196,1.44154,1.44176
1.44177,1.44191,1.44135,1.44172
1.44155,1.44176,1.44125,1.44148
1.44146,1.44159,1.44126,1.44129
1.44126,1.4414,1.44073,1.44104
1.44119,1.4415,1.44094,1.44133
1.4412,1.44147,1.44067,1.44124
1.44123,1.44137,1.44055,1.44065
1.44074,1.4409,1.44055,1.44066
1.44072,1.44091,1.44051,1.44078
1.44057,1.4408,1.44043,1.44064
1.44059,1.44089,1.44033,1.44065
1.44058,1.44083,1.4404,1.44045
1.44066,1.44081,1.44042,1.44058
1.44065,1.44089,1.4404,1.44067
1.43976,1.43988,1.43952,1.43983
1.43966,1.43998,1.4395,1.43979
1.43975,1.4399,1.43953,1.43966
1.43995,1.44008,1.43956,1.43986
1.43987,1.44036,1.43966,1.44013
1.44033,1.4405,1.43992,1.44024
1.44022,1.44041,1.43991,1.44031
1.44031,1.4405,1.43992,1.44007
1.4403,1.44077,1.44016,1.44052
1.44038,1.44107,1.44017,1.44074
1.44078,1.44108,1.44034,1.44077
1.44083,1.44087,1.44014,1.44037
1.44043,1.44068,1.44003,1.44046
1.44042,1.44053,1.44012,1.44027
1.44027,1.4406,1.44002,1.44045
1.44022,1.44069,1.44012,1.44046
1.44052,1.44054,1.44016,1.44042
1.44025,1.44063,1.44023,1.44037
1.44046,1.44053,1.43984,1.44014
1.44018,1.44032,1.43964,1.43996
1.44013,1.44035,1.43997,1.44013
1.44016,1.44039,1.43993,1.44022
1.44031,1.44057,1.44008,1.4405
1.44045,1.44066,1.43974,1.43995
1.43979,1.4403,1.43979,1.43989
1.43992,1.44028,1.43981,1.44006
1.44013,1.4403,1.43981,1.44005
1.44034,1.4404,1.43996,1.44001
1.44063,1.44078,1.44035,1.44064
1.44048,1.44085,1.44044,1.44055
1.44072,1.44091,1.44043,1.44072
1.44069,1.441,1.44043,1.44074
1.4407,1.44087,1.44,1.44008
1.44006,1.44026,1.43979,1.43992
1.43986,1.43991,1.43908,1.43953
1.43941,1.43994,1.43925,1.43952
1.43953,1.4399,1.43926,1.43967
1.43997,1.4402,1.43975,1.44005
1.44008,1.44023,1.43984,1.44002
1.43986,1.44034,1.43972,1.44014
1.44037,1.44061,1.44022,1.44054
1.44046,1.44084,1.4401,1.44019
1.44026,1.44056,1.44005,1.44026
1.44013,1.44048,1.44002,1.44021
1.44017,1.44048,1.44001,1.44028
1.44029,1.44077,1.44003,1.44046
1.44041,1.44075,1.44008,1.44054
1.44053,1.44073,1.44026,1.44053
1.44059,1.44069,1.44026,1.44052
1.44056,1.44115,1.44044,1.44091
1.44082,1.44114,1.44038,1.44091
1.44098,1.44138,1.44071,1.44118
1.44127,1.44138,1.44056,1.44075
1.44078,1.44097,1.44016,1.44025
1.4403,1.44054,1.43996,1.44017
1.44004,1.44009,1.43952,1.4396
1.43436,1.43462,1.43406,1.4345
1.43435,1.43551,1.43431,1.43524
